,row,column,tcid,tbid,created_at,user_agent,total_events,session_duration_s,total_scroll_depth,max_scroll_depth,TOUCH_START_count,SCROLL_count,RESIZE_count,VISIBILITY_CHANGE_count
2820,1453,9,43c084ad-acb7-40b4-93c5-7bfdba353c9e,9e31351a-3992-43b1-bd2a-6bf87816b683,2025-02-25 13:46:38.432,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",28,6.266,1432.0000305175781,926.5454711914062,11,2,2,0
2821,1453,10,43c084ad-acb7-40b4-93c5-7bfdba353c9e,b8403a5e-f219-4afe-91c3-638238830ead,2025-02-25 13:47:08.672,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",24,6.039,1406.9090576171875,737.8181762695312,8,2,1,0
2822,1453,11,43c084ad-acb7-40b4-93c5-7bfdba353c9e,75b08511-bff2-40fb-a3ff-2fee01522e80,2025-02-25 13:52:18.373,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",455,411.303,93997.81806945801,8165.0908203125,179,43,12,3
2823,1454,0,d085447f-f1ba-4a8e-92f8-e3c2c7beaa38,ddc94bdc-884b-4216-a6cd-60a980e59656,2025-02-25 04:39:01.435,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",27,26.798000000000002,99352.0,11687.0,6,16,1,1
2824,1454,1,d085447f-f1ba-4a8e-92f8-e3c2c7beaa38,8771b313-3e2e-4744-9a75-9fbabd1df8f4,2025-02-25 19:50:12.509,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",141,106.709,43351.0,5171.0,52,20,7,1
2825,1454,2,d085447f-f1ba-4a8e-92f8-e3c2c7beaa38,8771b313-3e2e-4744-9a75-9fbabd1df8f4,2025-02-25 19:50:18.099,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",141,106.709,43351.0,5171.0,52,20,7,1
2826,1455,0,67bfe239-b666-4974-abb1-04373866c775,373ff744-4446-4389-8099-607e1d0a3f96,2025-02-25 16:27:01.673,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",63,75.052,12477.0,3103.0,24,10,9,3
2827,1455,1,67bfe239-b666-4974-abb1-04373866c775,2564feb0-b817-423b-9d6a-529a65af62b5,2025-02-27 13:16:00.995,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",76,584.021,44644.0,4883.0,25,16,9,5
2828,1455,2,67bfe239-b666-4974-abb1-04373866c775,2564feb0-b817-423b-9d6a-529a65af62b5,2025-02-27 13:16:06.530,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",76,584.021,44644.0,4883.0,25,16,9,5
2829,1456,0,1a11489d-2acd-4aae-a233-85f58dd1230a,06c64ea3-4e24-4a52-9c50-95bc45982f20,2025-02-25 21:29:38.585,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",48,75.737,5774.0951499938965,1333.7142333984375,12,7,2,2
2830,1457,0,717b4352-a0c0-499e-8a47-1e495daa5de4,936a4361-69a4-4381-8ec5-8026d57e9c8b,2025-02-25 20:19:08.419,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",13,4.29,1640.0,964.0,6,2,2,0
2831,1458,0,701ecef4-c283-463e-afaf-abfddcb4a3a2,33662c0e-7a14-412b-ab06-889c7087e3d8,2025-02-25 09:49:03.310,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",49,77.25,13125.333435058594,2242.0,24,10,3,0
2832,1458,1,701ecef4-c283-463e-afaf-abfddcb4a3a2,364731ff-f2d4-48b5-81cd-91fd71d850fd,2025-02-25 10:09:44.384,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",656,815.531,604921.3316802979,16686.666015625,312,103,13,2
2833,1458,2,701ecef4-c283-463e-afaf-abfddcb4a3a2,9bc15d9c-ce31-41f4-8fc2-05832d61b625,2025-02-25 10:27:41.382,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",62,232.206,3626.6666564941406,1462.0,20,9,4,5
2834,1459,0,615905c2-85ca-4e29-b992-454aa9085eaf,7af4f6e1-0466-4bb8-9652-b385d048f242,2025-02-25 19:11:07.610,"Mozilla/5.0 (Linux; Android 15; 2407FPN8EG Build/AP3A.240617.008; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.81 Mobile Safari/537.36 Instagram 368.0.0.45.96 Android (35/15; 520dpi; 1220x2712; Xiaomi; 2407FPN8EG; rothko; mt6989; el_GR; 700073672)",42,17.32,754.1538238525391,547.076904296875,27,2,0,0
2835,1460,0,24522768-5602-4e72-a187-ab12bf1d130b,27d3a39c-9a29-4e6c-b304-9157b4bc9ee1,2025-02-25 11:51:32.845,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",571,196.877,45238.0,2866.0,204,77,20,0
2836,1461,0,296f4a6d-9031-4aeb-8473-36dea7e655a0,e6a21ca4-d2cc-4ee9-af3e-337f6ec83f47,2025-02-25 20:27:45.407,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",556,170.183,395969.09295654297,7808.0,226,97,9,0
2837,1462,0,563d76e6-5481-4bcd-9970-fb20f216cc6c,7590484e-2172-41b2-ac9a-d95b61f1c560,2025-02-25 13:53:21.066,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",93,36.019,65.0,64.0,57,4,3,0
2838,1463,0,ec038cf4-4f60-4063-8a50-cee4a79ad5c0,e3f0a325-a08d-46af-9e27-4964750601be,2025-02-25 18:34:17.789,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 Instagram 368.0.0.27.83 (iPhone13,2; iOS 18_3_1; el_GR; el; scale=3.00; 1170x2532; 697963422; IABMV/1)",178,85.826,26329.0,6013.0,34,19,10,1
2839,1464,0,142a97f7-5aed-4488-8cdd-77f208e2da77,3ccd5917-996e-475e-8a2a-6221157bb55b,2025-02-25 21:38:02.179,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",107,82.934,2081.454559326172,922.1818237304688,38,5,3,0
2840,1465,0,82db8ec8-dc68-44bb-a4b8-abca0842cda4,b8fe1ddc-f983-4f0f-a0ee-43c767ce456c,2025-02-25 12:37:16.004,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",282,83.858,33831.0,1786.0,127,29,2,3
2841,1466,0,09d199ff-57af-4623-aa8f-c30c1178916b,9fd17a7d-3c45-4086-b778-f59ccd4e883f,2025-02-25 18:36:02.157,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/295.0.590048842 Mobile/15E148 Safari/604.1",6,1.837,0.0,0.0,2,1,1,1
2842,1466,1,09d199ff-57af-4623-aa8f-c30c1178916b,28e32766-8dfc-4788-916a-5b49084f348f,2025-02-25 18:56:50.674,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/295.0.590048842 Mobile/15E148 Safari/604.1",43,14.924,3700.0,1404.0,19,8,3,0
2843,1466,2,09d199ff-57af-4623-aa8f-c30c1178916b,d75631f1-3405-4d71-bcdd-e83ffe1425d0,2025-02-25 18:57:24.220,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/295.0.590048842 Mobile/15E148 Safari/604.1",457,225.954,179200.0,8078.0,158,86,22,1
2844,1466,3,09d199ff-57af-4623-aa8f-c30c1178916b,1b4efa6f-5409-4166-8e69-9299910d61dc,2025-02-26 10:16:12.508,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/295.0.590048842 Mobile/15E148 Safari/604.1",46,25.585,5242.0,2019.0,8,8,2,1
2845,1466,4,09d199ff-57af-4623-aa8f-c30c1178916b,1b4efa6f-5409-4166-8e69-9299910d61dc,2025-02-26 10:16:36.203,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/295.0.590048842 Mobile/15E148 Safari/604.1",46,25.585,5242.0,2019.0,8,8,2,1
2846,1467,0,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,277aa9c0-30de-4d08-a8a5-b735bc9dcd1b,2025-02-25 16:39:39.322,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",24,15.101,8052.977722167969,3037.51123046875,11,5,0,0
2847,1467,1,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,8b47c723-fd33-4bd2-bf54-22e01d5126b0,2025-02-25 16:40:10.656,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",84,992.458,11586.844467163086,1559.111083984375,19,13,4,3
2848,1467,2,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,77a71f00-1488-43ac-b1e0-e0234986afba,2025-02-27 18:18:46.513,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",249,513.631,69306.66624259949,7440.0,94,34,4,2
2849,1467,3,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,77a71f00-1488-43ac-b1e0-e0234986afba,2025-02-27 18:18:52.520,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",249,513.631,69306.66624259949,7440.0,94,34,4,2
2850,1467,4,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,aa873336-f318-4e24-a139-45aee0aee311,2025-02-27 18:27:54.702,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",12,2.95,1586.844497680664,1450.3111572265625,6,2,1,0
2851,1467,5,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,7970d160-a7f1-4204-8137-1a094513f007,2025-02-27 18:28:21.567,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",632,284.574,147668.62110042572,9344.35546875,260,45,8,1
2852,1467,6,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,c9d6c5d9-a2f3-4c73-a7cf-06caf8886420,2025-02-27 23:10:21.839,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",82,38.391,5641.2443771362305,1337.5999755859375,35,10,2,1
2853,1467,7,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,c9d6c5d9-a2f3-4c73-a7cf-06caf8886420,2025-02-27 23:10:27.671,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",82,38.391,5641.2443771362305,1337.5999755859375,35,10,2,1
2854,1467,8,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,ddb7ff38-b77e-46c8-bd49-c3b6a86b9ae4,2025-03-01 12:29:31.602,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",146,98.264,12734.577724456787,2554.31103515625,47,13,5,1
2855,1467,9,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,ddb7ff38-b77e-46c8-bd49-c3b6a86b9ae4,2025-03-01 12:29:37.868,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",146,98.264,12734.577724456787,2554.31103515625,47,13,5,1
2856,1467,10,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,ca2e8290-aeb8-4e48-ba7a-7620101b0de7,2025-03-02 10:05:29.046,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",76,25.745,35740.443786621094,5790.57763671875,34,11,3,1
2857,1467,11,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,ca2e8290-aeb8-4e48-ba7a-7620101b0de7,2025-03-02 10:05:34.685,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",76,25.745,35740.443786621094,5790.57763671875,34,11,3,1
2858,1467,12,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,67c68d58-ef5b-49a0-8e5d-1b34aa097113,2025-03-03 12:36:05.824,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",335,171.126,37325.86657714844,3472.0,113,33,7,0
2859,1467,13,b94057b7-cf21-4a4e-b2b0-4c6a203381e7,67c68d58-ef5b-49a0-8e5d-1b34aa097113,2025-03-03 12:36:11.612,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",335,171.126,37325.86657714844,3472.0,113,33,7,0
2860,1468,0,da82a6bb-71a1-431a-aa96-01e8f9f89cb8,b16d9d7c-544d-43d3-90bd-fe3851e6d150,2025-02-25 13:53:05.392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",55,53.098,5400.0,2500.0,0,4,0,0
2861,1468,1,da82a6bb-71a1-431a-aa96-01e8f9f89cb8,e96af282-65a1-4ff2-b1b2-84f46d4c12e3,2025-02-25 13:54:37.662,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",64,64.742,4200.0,2700.0,0,3,0,1
2862,1469,0,0398390f-8751-46ac-8b2f-1b705145b860,eaf5d184-9707-46e1-adaa-683588c00bb0,2025-02-25 22:33:50.387,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.120 Mobile/15E148 Safari/604.1",159,231.807,8227.0,2025.0,59,18,11,3
2863,1470,0,8ae47fad-1041-4c29-a94a-9cf80b560b76,85242d57-7d72-4142-8371-3c9396f8d499,2025-02-25 08:59:46.302,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",37,16.923000000000002,38406.0,7221.0,16,11,0,0
2864,1471,0,33167e74-f6f1-4a0f-a278-ff3b9d51494a,fefdd1d8-6cf7-4502-abe6-792dd18f6986,2025-02-25 18:44:21.876,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",158,144.601,51027.27310180664,4726.9091796875,78,33,8,0
2865,1471,1,33167e74-f6f1-4a0f-a278-ff3b9d51494a,e7c07463-0a8f-401e-aef5-f30ced03040c,2025-02-25 19:03:47.174,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",385,366.818,43325.454345703125,3690.181884765625,163,52,20,2
2866,1471,2,33167e74-f6f1-4a0f-a278-ff3b9d51494a,b63e2a8b-431e-4f73-a863-bd582b74274c,2025-02-28 05:23:33.449,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",145,113.578,69293.4543582201,4495.27294921875,70,30,7,0
2867,1471,3,33167e74-f6f1-4a0f-a278-ff3b9d51494a,b63e2a8b-431e-4f73-a863-bd582b74274c,2025-02-28 05:23:38.979,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",145,113.578,69293.4543582201,4495.27294921875,70,30,7,0
2868,1472,0,a1041d2f-981e-4146-8a34-fd8669cae093,8c3ac8ce-daf4-426b-a9d3-d60af3af21f5,2025-02-25 19:12:34.679,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",362,46.241,-25.0,0.0,207,2,0,1
2869,1473,0,ae552e33-34f7-4e46-ba3f-d82fa0f12003,aea3c258-5714-417a-9fe9-eed0f2d88c95,2025-02-25 05:57:45.302,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,118,155.897,116018.16744995117,6081.66650390625,0,39,0,3
2870,1473,1,ae552e33-34f7-4e46-ba3f-d82fa0f12003,6cdaa02e-34f7-469c-bc09-f0958fa24910,2025-02-25 05:59:21.346,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,190,3858.352,58141.66670227051,3468.333251953125,0,47,0,5
2871,1473,2,ae552e33-34f7-4e46-ba3f-d82fa0f12003,6cdaa02e-34f7-469c-bc09-f0958fa24910,2025-02-25 07:00:27.234,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,190,3858.352,58141.66670227051,3468.333251953125,0,47,0,5
2872,1474,0,a449cb60-e0ee-4b5e-9c37-4797e0206bdc,787694d1-05d1-43e9-a418-96ee7c150126,2025-02-25 19:00:51.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36,gzip(gfe);GoogleHypersonic",245,176.367,42500.0,3100.0,0,34,0,0
2873,1475,0,8719cf48-3b1a-4273-9378-932b74bb6f80,b5dace72-bd17-4ff9-aefd-74896a899cca,2025-02-25 16:50:42.541,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/356.2.728375747 Mobile/15E148 Safari/604.1",37,22.711,6053.0,1909.0,18,5,2,1
2874,1476,0,d013a834-277e-4318-97aa-55b66c6f96e8,49a2a810-77f3-4280-a3ee-53f667689990,2025-02-25 11:54:17.423,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",100,102.82,15895.0,2382.0,46,12,2,0
2875,1477,0,a800d09b-7873-4bc0-b4ed-4610a3fa42a1,8c93add5-3202-489c-8089-7c3cf8cd9ff0,2025-02-25 16:00:23.245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",72,363.732,400.0,400.0,0,1,0,3
2876,1478,0,f6fce2ad-8488-43f0-8565-32ed303f5030,2ca33510-79e8-4bbc-97e0-b5bdb5b1b1b5,2025-02-25 10:42:35.987,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22D72 Instagram 368.0.0.27.83 (iPhone15,4; iOS 18_3_1; el_GR; el; scale=3.00; 1179x2556; 697963422; IABMV/1)",22,7.916,1065.0,791.0,6,4,1,1
2877,1479,0,d1b5348d-89de-4eb4-88ba-bf2c14ad309f,7a5cd06c-380e-49c5-83c4-d89d299ab480,2025-02-25 12:25:23.611,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",99,527.539,72950.0,6250.0,0,27,0,2
2878,1480,0,8da2599a-6a55-4a02-870e-3f4ecca98efa,894d0652-8a8a-448a-b73c-d5d4418d8cb4,2025-02-25 20:23:10.447,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",98,33.098,7022.2222900390625,1329.77783203125,46,9,9,0
2879,1481,0,0696f3aa-fd1c-4ef0-bd57-0445d16413cc,a63ec9cd-3feb-4f61-b95d-206d98f258bb,2025-02-25 10:12:59.477,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",11,610.135,0.0,0.0,2,1,1,2
2880,1482,0,ab1ad1a3-50a2-439c-a4f4-af745ecdbc2f,41e3d8ba-cd7b-4721-bc08-4a84f57fe0a6,2025-02-25 19:56:19.024,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",20,3.6310000000000002,128.2857208251953,128.2857208251953,10,2,1,0
2881,1483,0,2b9b941c-82a2-4c00-9b06-9440c74139ca,dbd07d80-af52-467a-914a-8e02669364e9,2025-02-25 21:15:22.172,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",10,4.302,1164.0,1087.0,5,2,0,0
2882,1483,1,2b9b941c-82a2-4c00-9b06-9440c74139ca,0b19e97c-542c-4817-a0fb-9387ef1ac244,2025-03-02 22:48:52.494,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1039,946.03,27014970.0,161172.0,392,331,63,8
2883,1483,2,2b9b941c-82a2-4c00-9b06-9440c74139ca,0b19e97c-542c-4817-a0fb-9387ef1ac244,2025-03-02 22:48:58.564,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",1039,946.03,27014970.0,161172.0,392,331,63,8
2884,1483,3,2b9b941c-82a2-4c00-9b06-9440c74139ca,1d48ad8d-a91b-44ce-a38c-1bb47fd49340,2025-03-02 22:52:18.168,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",45,15.766,2653.0,1542.0,23,5,5,0
2885,1483,4,2b9b941c-82a2-4c00-9b06-9440c74139ca,707cf9d2-b399-4817-b86b-d51aabb53b8d,2025-03-02 22:56:29.959,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",24,5.203,30.0,30.0,14,1,2,0
2886,1483,5,2b9b941c-82a2-4c00-9b06-9440c74139ca,bf670e62-90bc-45a6-adbe-0c9771bac52a,2025-03-02 23:00:41.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1,gzip(gfe);GoogleHypersonic",29,7.303,44.0,44.0,15,2,3,0
2887,1484,0,bb68c2ad-3367-4cf2-a6e8-95c820382e3d,8afd4e63-1bd1-4d90-a3d8-5895e99315be,2025-02-25 17:45:14.017,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",100,28.364,8840.88900756836,1731.9111328125,46,14,5,0
2888,1485,0,55acc9b8-3928-465c-9d5f-3bed214255c0,1ab1f0e5-5963-46e7-9846-877326cd5411,2025-02-25 10:36:16.912,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 368.0.0.27.83 (iPhone12,3; iOS 17_6_1; el_GR; el; scale=3.00; 1125x2436; 697963422; IABMV/1)",148,54.015,74795.0,7998.0,62,25,7,1
2889,1485,1,55acc9b8-3928-465c-9d5f-3bed214255c0,dee7c8bf-4dc7-4bfb-8ad0-87e4da7a3250,2025-02-27 18:11:20.768,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 369.0.0.29.88 (iPhone12,3; iOS 17_6_1; el_GR; el; scale=3.00; 1125x2436; 700656188; IABMV/1)",681,190.279,548421.0,13127.0,258,135,51,1
2890,1485,2,55acc9b8-3928-465c-9d5f-3bed214255c0,dee7c8bf-4dc7-4bfb-8ad0-87e4da7a3250,2025-02-27 18:11:26.609,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21G93 Instagram 369.0.0.29.88 (iPhone12,3; iOS 17_6_1; el_GR; el; scale=3.00; 1125x2436; 700656188; IABMV/1)",681,190.279,548421.0,13127.0,258,135,51,1
